sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
Sullivan,03/07/2020,12.0,20.0,,,5.0,-1.0,03/07/2020,Sullivan,0.0,0.0,0.0,0.0
Sullivan,03/08/2020,18.0,1.0,,,2.0,-1.0,03/08/2020,Sullivan,0.0,0.0,0.0,0.0
Sullivan,03/09/2020,11.0,15.0,,,2.0,-1.0,03/09/2020,Sullivan,0.0,0.0,0.0,0.0
Sullivan,03/10/2020,5.0,6.0,,,-1.0,1.0,03/10/2020,Sullivan,0.0,0.0,0.0,0.0
Sullivan,03/11/2020,-1.0,13.0,,,-1.0,0.0,03/11/2020,Sullivan,0.0,0.0,1.0,1.0
Sullivan,03/12/2020,12.0,29.0,,,-1.0,1.0,03/12/2020,Sullivan,0.0,0.0,0.0,1.0
Sullivan,03/13/2020,6.0,32.0,,,-10.0,4.0,03/13/2020,Sullivan,0.0,0.0,1.0,2.0
Sullivan,03/14/2020,6.0,46.0,,,-1.0,2.0,03/14/2020,Sullivan,0.0,0.0,7.0,9.0
Sullivan,03/15/2020,7.0,46.0,,,-2.0,3.0,03/15/2020,Sullivan,0.0,0.0,2.0,11.0
Sullivan,03/16/2020,8.0,51.0,,,-17.0,6.0,03/16/2020,Sullivan,1.0,1.0,9.0,20.0
Sullivan,03/17/2020,-11.0,27.0,,,-24.0,10.0,03/17/2020,Sullivan,0.0,1.0,14.0,34.0
Sullivan,03/18/2020,-14.0,22.0,,,-29.0,11.0,03/18/2020,Sullivan,2.0,3.0,23.0,57.0
Sullivan,03/19/2020,-17.0,27.0,,,-33.0,13.0,03/19/2020,Sullivan,5.0,8.0,79.0,136.0
Sullivan,03/20/2020,-21.0,27.0,,,-34.0,15.0,03/20/2020,Sullivan,4.0,12.0,42.0,178.0
Sullivan,03/21/2020,-23.0,24.0,,,-24.0,10.0,03/21/2020,Sullivan,4.0,16.0,37.0,215.0
Sullivan,03/22/2020,-28.0,24.0,,,-28.0,,03/22/2020,Sullivan,7.0,23.0,83.0,298.0
Sullivan,03/23/2020,-50.0,-25.0,,,-47.0,20.0,03/23/2020,Sullivan,7.0,30.0,44.0,342.0
Sullivan,03/24/2020,-30.0,2.0,,,-41.0,16.0,03/24/2020,Sullivan,9.0,39.0,23.0,365.0
Sullivan,03/25/2020,-36.0,-14.0,,,-43.0,18.0,03/25/2020,Sullivan,14.0,53.0,53.0,418.0
Sullivan,03/26/2020,-26.0,19.0,,,-42.0,16.0,03/26/2020,Sullivan,11.0,64.0,62.0,480.0
Sullivan,03/27/2020,-32.0,5.0,,,-41.0,18.0,03/27/2020,Sullivan,8.0,72.0,49.0,529.0
Sullivan,03/28/2020,-41.0,-7.0,,,-33.0,,03/28/2020,Sullivan,16.0,88.0,91.0,620.0
Sullivan,03/29/2020,-40.0,-8.0,,,-34.0,,03/29/2020,Sullivan,13.0,101.0,53.0,673.0
Sullivan,03/30/2020,-32.0,3.0,,,-43.0,18.0,03/30/2020,Sullivan,8.0,109.0,33.0,706.0
Sullivan,03/31/2020,-31.0,3.0,,,-45.0,18.0,03/31/2020,Sullivan,12.0,121.0,55.0,761.0
Sullivan,04/01/2020,-27.0,12.0,,,-44.0,17.0,04/01/2020,Sullivan,22.0,143.0,96.0,857.0
Sullivan,04/02/2020,-27.0,16.0,,,-45.0,18.0,04/02/2020,Sullivan,25.0,168.0,140.0,997.0
Sullivan,04/03/2020,-32.0,12.0,,,-45.0,20.0,04/03/2020,Sullivan,25.0,193.0,133.0,1130.0
Sullivan,04/04/2020,-33.0,10.0,,,-34.0,,04/04/2020,Sullivan,41.0,234.0,153.0,1283.0
Sullivan,04/05/2020,-32.0,9.0,,,-34.0,,04/05/2020,Sullivan,19.0,253.0,91.0,1374.0
Sullivan,04/06/2020,-24.0,,,,-44.0,17.0,04/06/2020,Sullivan,17.0,270.0,77.0,1451.0
Sullivan,04/07/2020,-38.0,,,,-44.0,18.0,04/07/2020,Sullivan,9.0,279.0,56.0,1507.0
Sullivan,04/08/2020,-42.0,,,,-47.0,19.0,04/08/2020,Sullivan,15.0,294.0,60.0,1567.0
Sullivan,04/09/2020,-48.0,,,,-50.0,21.0,04/09/2020,Sullivan,24.0,318.0,115.0,1682.0
Sullivan,04/10/2020,-50.0,,,,-51.0,24.0,04/10/2020,Sullivan,22.0,340.0,99.0,1781.0
Sullivan,04/11/2020,-43.0,,,,-35.0,,04/11/2020,Sullivan,18.0,358.0,65.0,1846.0
Sullivan,04/12/2020,-61.0,-49.0,,,-41.0,,04/12/2020,Sullivan,22.0,380.0,73.0,1919.0
Sullivan,04/13/2020,-53.0,-10.0,,,-47.0,20.0,04/13/2020,Sullivan,35.0,415.0,133.0,2052.0
Sullivan,04/14/2020,-39.0,4.0,,,-45.0,19.0,04/14/2020,Sullivan,9.0,424.0,37.0,2089.0
Sullivan,04/15/2020,-38.0,7.0,,,-45.0,19.0,04/15/2020,Sullivan,13.0,437.0,39.0,2128.0
Sullivan,04/16/2020,-37.0,8.0,,,-46.0,18.0,04/16/2020,Sullivan,68.0,505.0,192.0,2320.0
Sullivan,04/17/2020,-45.0,-2.0,,,-45.0,21.0,04/17/2020,Sullivan,19.0,524.0,92.0,2412.0
Sullivan,04/18/2020,-51.0,-5.0,,,-35.0,,04/18/2020,Sullivan,13.0,537.0,38.0,2450.0
Sullivan,04/19/2020,-37.0,,,,-30.0,,04/19/2020,Sullivan,7.0,544.0,30.0,2480.0
Sullivan,04/20/2020,-37.0,5.0,,,-42.0,17.0,04/20/2020,Sullivan,11.0,555.0,44.0,2524.0
Sullivan,04/21/2020,-42.0,-4.0,,,-43.0,19.0,04/21/2020,Sullivan,6.0,561.0,45.0,2569.0
Sullivan,04/22/2020,-41.0,-3.0,,,-43.0,18.0,04/22/2020,Sullivan,19.0,580.0,52.0,2621.0
Sullivan,04/23/2020,-37.0,5.0,,,-44.0,18.0,04/23/2020,Sullivan,48.0,628.0,253.0,2874.0
Sullivan,04/24/2020,-43.0,-3.0,,,-45.0,21.0,04/24/2020,Sullivan,61.0,689.0,296.0,3170.0
Sullivan,04/25/2020,-37.0,7.0,,,-29.0,,04/25/2020,Sullivan,35.0,724.0,160.0,3330.0
Sullivan,04/26/2020,-47.0,,,,-34.0,,04/26/2020,Sullivan,24.0,748.0,120.0,3450.0
Sullivan,04/27/2020,-37.0,7.0,,,-41.0,18.0,04/27/2020,Sullivan,21.0,769.0,77.0,3527.0
Sullivan,04/28/2020,-30.0,10.0,,,-43.0,11.0,04/28/2020,Sullivan,42.0,811.0,114.0,3641.0
Sullivan,04/29/2020,-33.0,1.0,,,-41.0,17.0,04/29/2020,Sullivan,27.0,838.0,102.0,3743.0
Sullivan,04/30/2020,-29.0,2.0,,,-42.0,19.0,04/30/2020,Sullivan,42.0,880.0,122.0,3865.0
Sullivan,05/01/2020,-26.0,8.0,,,-43.0,19.0,05/01/2020,Sullivan,51.0,931.0,128.0,3993.0
Sullivan,05/02/2020,-17.0,24.0,,,-27.0,9.0,05/02/2020,Sullivan,20.0,951.0,105.0,4098.0
Sullivan,05/03/2020,-6.0,,,,-25.0,,05/03/2020,Sullivan,25.0,976.0,106.0,4204.0
Sullivan,05/04/2020,-20.0,13.0,,,-41.0,16.0,05/04/2020,Sullivan,8.0,984.0,111.0,4315.0
Sullivan,05/05/2020,-14.0,17.0,,,-40.0,15.0,05/05/2020,Sullivan,12.0,996.0,99.0,4414.0
Sullivan,05/06/2020,-22.0,8.0,,,-41.0,17.0,05/06/2020,Sullivan,25.0,1021.0,150.0,4564.0
Sullivan,05/07/2020,-12.0,19.0,,,-40.0,15.0,05/07/2020,Sullivan,18.0,1039.0,90.0,4654.0
Sullivan,05/08/2020,-24.0,11.0,,,-41.0,19.0,05/08/2020,Sullivan,32.0,1071.0,143.0,4797.0
Sullivan,05/09/2020,-26.0,18.0,,,-28.0,,05/09/2020,Sullivan,22.0,1093.0,115.0,4912.0
Sullivan,05/10/2020,-10.0,24.0,,,-24.0,,05/10/2020,Sullivan,16.0,1109.0,78.0,4990.0
Sullivan,05/11/2020,-27.0,2.0,,,-38.0,16.0,05/11/2020,Sullivan,10.0,1119.0,95.0,5085.0
Sullivan,05/12/2020,-19.0,10.0,,,-37.0,15.0,05/12/2020,Sullivan,16.0,1135.0,89.0,5174.0
Sullivan,05/13/2020,-13.0,10.0,,,-35.0,15.0,05/13/2020,Sullivan,33.0,1168.0,178.0,5352.0
Sullivan,05/14/2020,-8.0,17.0,,,-37.0,14.0,05/14/2020,Sullivan,21.0,1189.0,127.0,5479.0
Sullivan,05/15/2020,-10.0,21.0,,,-37.0,16.0,05/15/2020,Sullivan,28.0,1217.0,176.0,5655.0
Sullivan,05/16/2020,-3.0,29.0,,,-23.0,8.0,05/16/2020,Sullivan,14.0,1231.0,138.0,5793.0
Sullivan,05/17/2020,3.0,27.0,,,-21.0,,05/17/2020,Sullivan,15.0,1246.0,133.0,5926.0
Sullivan,05/18/2020,-7.0,15.0,,,-35.0,14.0,05/18/2020,Sullivan,12.0,1258.0,111.0,6037.0
Sullivan,05/19/2020,-3.0,12.0,,,-35.0,13.0,05/19/2020,Sullivan,9.0,1267.0,116.0,6153.0
Sullivan,05/20/2020,-3.0,23.0,,,-34.0,13.0,05/20/2020,Sullivan,14.0,1281.0,157.0,6310.0
Sullivan,05/21/2020,9.0,30.0,,,-35.0,11.0,05/21/2020,Sullivan,6.0,1287.0,158.0,6468.0
Sullivan,05/22/2020,-1.0,35.0,,,-35.0,14.0,05/22/2020,Sullivan,10.0,1297.0,148.0,6616.0
Sullivan,05/23/2020,0.0,31.0,,,-20.0,9.0,05/23/2020,Sullivan,13.0,1310.0,155.0,6771.0
Sullivan,05/24/2020,24.0,,,,-16.0,,05/24/2020,Sullivan,14.0,1324.0,170.0,6941.0
Sullivan,05/25/2020,0.0,20.0,,,-61.0,18.0,05/25/2020,Sullivan,14.0,1338.0,238.0,7179.0
Sullivan,05/26/2020,2.0,23.0,,,-33.0,12.0,05/26/2020,Sullivan,2.0,1340.0,77.0,7256.0
Sullivan,05/27/2020,5.0,24.0,,,-31.0,11.0,05/27/2020,Sullivan,11.0,1351.0,209.0,7465.0
Sullivan,05/28/2020,11.0,48.0,,,-33.0,12.0,05/28/2020,Sullivan,13.0,1364.0,160.0,7625.0
Sullivan,05/29/2020,-18.0,1.0,,,-35.0,15.0,05/29/2020,Sullivan,11.0,1375.0,254.0,7879.0
Sullivan,05/30/2020,0.0,26.0,,,-12.0,6.0,05/30/2020,Sullivan,12.0,1387.0,237.0,8116.0
Sullivan,05/31/2020,14.0,35.0,,,-10.0,,05/31/2020,Sullivan,2.0,1389.0,145.0,8261.0
Sullivan,06/01/2020,5.0,19.0,,,-28.0,11.0,06/01/2020,Sullivan,3.0,1392.0,108.0,8369.0
Sullivan,06/02/2020,-4.0,18.0,,,-27.0,11.0,06/02/2020,Sullivan,1.0,1393.0,155.0,8524.0
Sullivan,06/03/2020,-1.0,18.0,,,-29.0,12.0,06/03/2020,Sullivan,12.0,1405.0,186.0,8710.0
Sullivan,06/04/2020,8.0,33.0,,,-30.0,10.0,06/04/2020,Sullivan,4.0,1409.0,167.0,8877.0
Sullivan,06/05/2020,-1.0,34.0,,,-31.0,12.0,06/05/2020,Sullivan,2.0,1411.0,176.0,9053.0
Sullivan,06/06/2020,4.0,35.0,,,-9.0,5.0,06/06/2020,Sullivan,4.0,1415.0,177.0,9230.0
Sullivan,06/07/2020,23.0,,,,-5.0,3.0,06/07/2020,Sullivan,2.0,1417.0,123.0,9353.0
Sullivan,06/08/2020,9.0,31.0,,,-27.0,10.0,06/08/2020,Sullivan,1.0,1418.0,152.0,9505.0
Sullivan,06/09/2020,6.0,23.0,,,-27.0,9.0,06/09/2020,Sullivan,7.0,1425.0,499.0,10004.0
Sullivan,06/10/2020,3.0,19.0,,,-27.0,10.0,06/10/2020,Sullivan,1.0,1426.0,272.0,10276.0
Sullivan,06/11/2020,8.0,33.0,,,-28.0,11.0,06/11/2020,Sullivan,2.0,1428.0,112.0,10388.0
Sullivan,06/12/2020,2.0,42.0,,,-30.0,11.0,06/12/2020,Sullivan,2.0,1430.0,299.0,10687.0
Sullivan,06/13/2020,11.0,43.0,,,-9.0,3.0,06/13/2020,Sullivan,0.0,1430.0,287.0,10974.0
Sullivan,06/14/2020,23.0,,,,-6.0,2.0,06/14/2020,Sullivan,2.0,1432.0,76.0,11050.0
Sullivan,06/15/2020,8.0,32.0,,,-25.0,9.0,06/15/2020,Sullivan,1.0,1433.0,163.0,11213.0
Sullivan,06/16/2020,13.0,31.0,,,-25.0,9.0,06/16/2020,Sullivan,0.0,1433.0,189.0,11402.0
Sullivan,06/17/2020,8.0,36.0,,,-26.0,8.0,06/17/2020,Sullivan,1.0,1434.0,176.0,11578.0
Sullivan,06/18/2020,15.0,42.0,,,-28.0,7.0,06/18/2020,Sullivan,0.0,1434.0,206.0,11784.0
Sullivan,06/19/2020,6.0,50.0,,,-29.0,9.0,06/19/2020,Sullivan,1.0,1435.0,84.0,11868.0
Sullivan,06/20/2020,12.0,52.0,,,-9.0,2.0,06/20/2020,Sullivan,2.0,1437.0,139.0,12007.0
Sullivan,06/21/2020,28.0,,,,-4.0,1.0,06/21/2020,Sullivan,1.0,1438.0,103.0,12110.0
Sullivan,06/22/2020,11.0,37.0,,,-27.0,8.0,06/22/2020,Sullivan,2.0,1440.0,262.0,12372.0
Sullivan,06/23/2020,12.0,44.0,,,-28.0,8.0,06/23/2020,Sullivan,7.0,1447.0,197.0,12569.0
Sullivan,06/24/2020,15.0,44.0,,,-26.0,8.0,06/24/2020,Sullivan,1.0,1448.0,176.0,12745.0
Sullivan,06/25/2020,30.0,75.0,,,-25.0,7.0,06/25/2020,Sullivan,1.0,1449.0,132.0,12877.0
Sullivan,06/26/2020,25.0,93.0,,,-27.0,8.0,06/26/2020,Sullivan,2.0,1451.0,142.0,13019.0
Sullivan,06/27/2020,6.0,42.0,,,-14.0,5.0,06/27/2020,Sullivan,0.0,1451.0,82.0,13101.0
Sullivan,06/28/2020,46.0,,,,-4.0,2.0,06/28/2020,Sullivan,0.0,1451.0,89.0,13190.0
Sullivan,06/29/2020,31.0,72.0,,,-26.0,7.0,06/29/2020,Sullivan,0.0,1451.0,282.0,13472.0
Sullivan,06/30/2020,20.0,64.0,,,-25.0,8.0,06/30/2020,Sullivan,1.0,1452.0,205.0,13677.0
Sullivan,07/01/2020,27.0,72.0,,,-25.0,7.0,07/01/2020,Sullivan,1.0,1453.0,158.0,13835.0
Sullivan,07/02/2020,55.0,115.0,,,-27.0,5.0,07/02/2020,Sullivan,2.0,1455.0,288.0,14123.0
Sullivan,07/03/2020,45.0,148.0,,,-45.0,11.0,07/03/2020,Sullivan,1.0,1456.0,93.0,14216.0
Sullivan,07/04/2020,10.0,,,,-21.0,1.0,07/04/2020,Sullivan,0.0,1456.0,129.0,14345.0
Sullivan,07/05/2020,71.0,,,,-8.0,0.0,07/05/2020,Sullivan,1.0,1457.0,113.0,14458.0
Sullivan,07/06/2020,35.0,83.0,,,-28.0,7.0,07/06/2020,Sullivan,2.0,1459.0,122.0,14580.0
Sullivan,07/07/2020,22.0,72.0,,,-26.0,7.0,07/07/2020,Sullivan,1.0,1460.0,123.0,14703.0
Sullivan,07/08/2020,18.0,69.0,,,-27.0,9.0,07/08/2020,Sullivan,0.0,1460.0,138.0,14841.0
Sullivan,07/09/2020,34.0,102.0,,,-27.0,6.0,07/09/2020,Sullivan,4.0,1464.0,144.0,14985.0
Sullivan,07/10/2020,15.0,99.0,,,-31.0,11.0,07/10/2020,Sullivan,0.0,1464.0,164.0,15149.0
Sullivan,07/11/2020,12.0,51.0,,,-7.0,3.0,07/11/2020,Sullivan,1.0,1465.0,127.0,15276.0
Sullivan,07/12/2020,60.0,,,,-3.0,0.0,07/12/2020,Sullivan,0.0,1465.0,70.0,15346.0
Sullivan,07/13/2020,29.0,74.0,,,-25.0,6.0,07/13/2020,Sullivan,1.0,1466.0,113.0,15459.0
Sullivan,07/14/2020,26.0,70.0,,,-26.0,7.0,07/14/2020,Sullivan,1.0,1467.0,217.0,15676.0
Sullivan,07/15/2020,28.0,72.0,,,-23.0,6.0,07/15/2020,Sullivan,2.0,1469.0,159.0,15835.0
Sullivan,07/16/2020,43.0,100.0,,,-26.0,6.0,07/16/2020,Sullivan,0.0,1469.0,161.0,15996.0
Sullivan,07/17/2020,31.0,120.0,,,-28.0,9.0,07/17/2020,Sullivan,4.0,1473.0,333.0,16329.0
Sullivan,07/18/2020,25.0,64.0,,,-6.0,0.0,07/18/2020,Sullivan,0.0,1473.0,124.0,16453.0
Sullivan,07/19/2020,71.0,,,,-1.0,1.0,07/19/2020,Sullivan,0.0,1473.0,124.0,16577.0
Sullivan,07/20/2020,36.0,76.0,,,-25.0,7.0,07/20/2020,Sullivan,0.0,1473.0,166.0,16743.0
Sullivan,07/21/2020,21.0,62.0,,,-23.0,7.0,07/21/2020,Sullivan,0.0,1473.0,132.0,16875.0
Sullivan,07/22/2020,21.0,71.0,,,-22.0,8.0,07/22/2020,Sullivan,2.0,1475.0,258.0,17133.0
Sullivan,07/23/2020,39.0,101.0,,,-22.0,6.0,07/23/2020,Sullivan,0.0,1475.0,214.0,17347.0
Sullivan,07/24/2020,31.0,115.0,,,-28.0,8.0,07/24/2020,Sullivan,1.0,1476.0,170.0,17517.0
Sullivan,07/25/2020,24.0,71.0,,,-10.0,0.0,07/25/2020,Sullivan,0.0,1476.0,72.0,17589.0
Sullivan,07/26/2020,65.0,,,,1.0,-1.0,07/26/2020,Sullivan,0.0,1476.0,87.0,17676.0
Sullivan,07/27/2020,33.0,79.0,,,-24.0,6.0,07/27/2020,Sullivan,0.0,1476.0,174.0,17850.0
Sullivan,07/28/2020,25.0,70.0,,,-21.0,8.0,07/28/2020,Sullivan,0.0,1476.0,179.0,18029.0
Sullivan,07/29/2020,24.0,80.0,,,-24.0,7.0,07/29/2020,Sullivan,3.0,1479.0,446.0,18475.0
Sullivan,07/30/2020,35.0,96.0,,,-27.0,8.0,07/30/2020,Sullivan,1.0,1480.0,99.0,18574.0
Sullivan,07/31/2020,40.0,114.0,,,-27.0,8.0,07/31/2020,Sullivan,3.0,1483.0,119.0,18693.0
Sullivan,08/01/2020,30.0,56.0,,,-9.0,0.0,08/01/2020,Sullivan,0.0,1483.0,62.0,18755.0
Sullivan,08/02/2020,78.0,,,,-5.0,1.0,08/02/2020,Sullivan,0.0,1483.0,58.0,18813.0
Sullivan,08/03/2020,41.0,83.0,,,-22.0,6.0,08/03/2020,Sullivan,1.0,1484.0,260.0,19073.0
Sullivan,08/04/2020,4.0,28.0,,,-28.0,11.0,08/04/2020,Sullivan,1.0,1485.0,144.0,19217.0
Sullivan,08/05/2020,20.0,71.0,,,-22.0,4.0,08/05/2020,Sullivan,0.0,1485.0,116.0,19333.0
Sullivan,08/06/2020,35.0,103.0,,,-23.0,4.0,08/06/2020,Sullivan,3.0,1488.0,84.0,19417.0
Sullivan,08/07/2020,23.0,113.0,,,-28.0,8.0,08/07/2020,Sullivan,0.0,1488.0,103.0,19520.0
Sullivan,08/08/2020,17.0,61.0,,,-8.0,-1.0,08/08/2020,Sullivan,1.0,1489.0,135.0,19655.0
Sullivan,08/09/2020,62.0,,,,0.0,-1.0,08/09/2020,Sullivan,0.0,1489.0,63.0,19718.0
Sullivan,08/10/2020,29.0,77.0,,,-22.0,6.0,08/10/2020,Sullivan,1.0,1490.0,167.0,19885.0
Sullivan,08/11/2020,20.0,65.0,,,-22.0,7.0,08/11/2020,Sullivan,1.0,1491.0,243.0,20128.0
Sullivan,08/12/2020,18.0,74.0,,,-19.0,7.0,08/12/2020,Sullivan,0.0,1491.0,284.0,20412.0
Sullivan,08/13/2020,33.0,103.0,,,-21.0,6.0,08/13/2020,Sullivan,0.0,1491.0,240.0,20652.0
Sullivan,08/14/2020,22.0,118.0,,,-27.0,8.0,08/14/2020,Sullivan,2.0,1493.0,195.0,20847.0
Sullivan,08/15/2020,17.0,63.0,,,-9.0,-1.0,08/15/2020,Sullivan,0.0,1493.0,101.0,20948.0
Sullivan,08/16/2020,59.0,,,,-1.0,0.0,08/16/2020,Sullivan,0.0,1493.0,75.0,21023.0
Sullivan,08/17/2020,,,,,-20.0,7.0,08/17/2020,Sullivan,0.0,1493.0,125.0,21148.0
Sullivan,08/18/2020,,,,,-15.0,7.0,08/18/2020,Sullivan,1.0,1494.0,187.0,21335.0
Sullivan,08/19/2020,,,,,-16.0,6.0,08/19/2020,Sullivan,1.0,1495.0,179.0,21514.0
Sullivan,08/20/2020,,,,,-17.0,4.0,08/20/2020,Sullivan,0.0,1495.0,169.0,21683.0
Sullivan,08/21/2020,,,,,-25.0,7.0,08/21/2020,Sullivan,0.0,1495.0,146.0,21829.0
Sullivan,08/22/2020,,,,,,-2.0,08/22/2020,Sullivan,0.0,1495.0,82.0,21911.0
Sullivan,08/23/2020,,,,,,-1.0,08/23/2020,Sullivan,0.0,1495.0,89.0,22000.0
Sullivan,08/24/2020,,,,,-17.0,6.0,08/24/2020,Sullivan,4.0,1499.0,142.0,22142.0
Sullivan,08/25/2020,,,,,-15.0,6.0,08/25/2020,Sullivan,0.0,1499.0,164.0,22306.0
Sullivan,08/26/2020,,,,,-12.0,5.0,08/26/2020,Sullivan,7.0,1506.0,192.0,22498.0
Sullivan,08/27/2020,,,,,-16.0,6.0,08/27/2020,Sullivan,9.0,1515.0,399.0,22897.0
Sullivan,08/28/2020,,,,,-25.0,6.0,08/28/2020,Sullivan,1.0,1516.0,138.0,23035.0
Sullivan,08/29/2020,,,,,,1.0,08/29/2020,Sullivan,5.0,1521.0,276.0,23311.0
Sullivan,08/30/2020,,,,,,-4.0,08/30/2020,Sullivan,8.0,1529.0,123.0,23434.0
Sullivan,08/31/2020,,,,,-7.0,5.0,08/31/2020,Sullivan,1.0,1530.0,146.0,23580.0
Sullivan,09/01/2020,,,,,-3.0,7.0,09/01/2020,Sullivan,4.0,1534.0,244.0,23824.0
Sullivan,09/02/2020,,,,,-4.0,9.0,09/02/2020,Sullivan,3.0,1537.0,224.0,24048.0
Sullivan,09/03/2020,,,,,-3.0,4.0,09/03/2020,Sullivan,3.0,1540.0,415.0,24463.0
Sullivan,09/04/2020,,,,,-13.0,5.0,09/04/2020,Sullivan,3.0,1543.0,199.0,24662.0
Sullivan,09/05/2020,,,,,,0.0,09/05/2020,Sullivan,0.0,1543.0,222.0,24884.0
Sullivan,09/06/2020,,,,,,-1.0,09/06/2020,Sullivan,1.0,1544.0,77.0,24961.0
Sullivan,09/07/2020,,,,,-38.0,13.0,09/07/2020,Sullivan,0.0,1544.0,107.0,25068.0
Sullivan,09/08/2020,,,,,-3.0,5.0,09/08/2020,Sullivan,0.0,1544.0,137.0,25205.0
Sullivan,09/09/2020,,,,,-4.0,5.0,09/09/2020,Sullivan,4.0,1548.0,265.0,25470.0
