sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
Dutchess,04/28/2020,-49.0,-5.0,110.0,-48.0,-51.0,14.0,04/28/2020,Dutchess,64.0,2881.0,566.0,14215.0
Dutchess,04/29/2020,-55.0,-12.0,19.0,-60.0,-51.0,21.0,04/29/2020,Dutchess,73.0,2954.0,427.0,14642.0
Dutchess,04/30/2020,-58.0,-12.0,-27.0,-65.0,-51.0,23.0,04/30/2020,Dutchess,48.0,3002.0,443.0,15085.0
Dutchess,05/01/2020,-54.0,-8.0,-3.0,-58.0,-49.0,24.0,05/01/2020,Dutchess,47.0,3049.0,473.0,15558.0
Dutchess,05/02/2020,-49.0,-6.0,,-29.0,-29.0,11.0,05/02/2020,Dutchess,37.0,3086.0,434.0,15992.0
Dutchess,05/03/2020,-47.0,-11.0,170.0,-37.0,-29.0,9.0,05/03/2020,Dutchess,45.0,3131.0,370.0,16362.0
Dutchess,05/04/2020,-47.0,-7.0,48.0,-57.0,-48.0,19.0,05/04/2020,Dutchess,20.0,3151.0,307.0,16669.0
Dutchess,05/05/2020,-43.0,3.0,76.0,-47.0,-48.0,19.0,05/05/2020,Dutchess,41.0,3192.0,370.0,17039.0
Dutchess,05/06/2020,-51.0,-7.0,20.0,-56.0,-49.0,21.0,05/06/2020,Dutchess,41.0,3233.0,438.0,17477.0
Dutchess,05/07/2020,-48.0,0.0,109.0,-48.0,-48.0,19.0,05/07/2020,Dutchess,44.0,3277.0,482.0,17959.0
Dutchess,05/08/2020,-52.0,-4.0,3.0,-61.0,-47.0,23.0,05/08/2020,Dutchess,42.0,3319.0,534.0,18493.0
Dutchess,05/09/2020,-52.0,9.0,40.0,-57.0,-31.0,13.0,05/09/2020,Dutchess,40.0,3359.0,471.0,18964.0
Dutchess,05/10/2020,-47.0,-6.0,95.0,-47.0,-27.0,9.0,05/10/2020,Dutchess,19.0,3378.0,348.0,19312.0
Dutchess,05/11/2020,-52.0,-12.0,22.0,-60.0,-47.0,20.0,05/11/2020,Dutchess,21.0,3399.0,216.0,19528.0
Dutchess,05/12/2020,-47.0,-3.0,,-51.0,-46.0,19.0,05/12/2020,Dutchess,30.0,3429.0,387.0,19915.0
Dutchess,05/13/2020,-45.0,-3.0,102.0,-46.0,-46.0,19.0,05/13/2020,Dutchess,45.0,3474.0,459.0,20374.0
Dutchess,05/14/2020,-46.0,-3.0,85.0,-47.0,-47.0,19.0,05/14/2020,Dutchess,24.0,3498.0,394.0,20768.0
Dutchess,05/15/2020,-47.0,-8.0,81.0,-50.0,-46.0,20.0,05/15/2020,Dutchess,29.0,3527.0,627.0,21395.0
Dutchess,05/16/2020,-45.0,-3.0,,-27.0,-27.0,10.0,05/16/2020,Dutchess,16.0,3543.0,491.0,21886.0
Dutchess,05/17/2020,-45.0,-12.0,123.0,-37.0,-25.0,9.0,05/17/2020,Dutchess,9.0,3552.0,337.0,22223.0
Dutchess,05/18/2020,-44.0,-5.0,69.0,-49.0,-44.0,18.0,05/18/2020,Dutchess,158.0,3710.0,972.0,23195.0
Dutchess,05/19/2020,-39.0,-1.0,,-44.0,-44.0,17.0,05/19/2020,Dutchess,14.0,3724.0,536.0,23731.0
Dutchess,05/20/2020,-38.0,0.0,121.0,-41.0,-44.0,17.0,05/20/2020,Dutchess,21.0,3745.0,573.0,24304.0
Dutchess,05/21/2020,-38.0,3.0,114.0,-42.0,-44.0,16.0,05/21/2020,Dutchess,22.0,3767.0,556.0,24860.0
Dutchess,05/22/2020,-41.0,0.0,107.0,-46.0,-44.0,18.0,05/22/2020,Dutchess,26.0,3793.0,549.0,25409.0
Dutchess,05/23/2020,-50.0,-5.0,62.0,-49.0,-27.0,12.0,05/23/2020,Dutchess,14.0,3807.0,874.0,26283.0
Dutchess,05/24/2020,-40.0,-3.0,201.0,-29.0,-23.0,6.0,05/24/2020,Dutchess,18.0,3825.0,650.0,26933.0
Dutchess,05/25/2020,-47.0,-8.0,173.0,-52.0,-73.0,22.0,05/25/2020,Dutchess,9.0,3834.0,301.0,27234.0
Dutchess,05/26/2020,-39.0,-3.0,,-42.0,-43.0,16.0,05/26/2020,Dutchess,13.0,3847.0,423.0,27657.0
Dutchess,05/27/2020,-38.0,-2.0,109.0,-38.0,-42.0,16.0,05/27/2020,Dutchess,20.0,3867.0,911.0,28568.0
Dutchess,05/28/2020,-42.0,-1.0,43.0,-49.0,-41.0,17.0,05/28/2020,Dutchess,20.0,3887.0,1257.0,29825.0
Dutchess,05/29/2020,-44.0,-6.0,54.0,-45.0,-41.0,19.0,05/29/2020,Dutchess,12.0,3899.0,1265.0,31090.0
Dutchess,05/30/2020,-42.0,-1.0,209.0,-28.0,-16.0,8.0,05/30/2020,Dutchess,10.0,3909.0,765.0,31855.0
Dutchess,05/31/2020,-39.0,-7.0,181.0,-29.0,-15.0,6.0,05/31/2020,Dutchess,15.0,3924.0,1034.0,32889.0
Dutchess,06/01/2020,-37.0,1.0,99.0,-42.0,-39.0,15.0,06/01/2020,Dutchess,12.0,3936.0,936.0,33825.0
Dutchess,06/02/2020,-41.0,-2.0,,-39.0,-40.0,16.0,06/02/2020,Dutchess,15.0,3951.0,1003.0,34828.0
Dutchess,06/03/2020,-41.0,-1.0,67.0,-46.0,-40.0,16.0,06/03/2020,Dutchess,11.0,3962.0,771.0,35599.0
Dutchess,06/04/2020,-38.0,4.0,94.0,-38.0,-39.0,15.0,06/04/2020,Dutchess,22.0,3984.0,1166.0,36765.0
Dutchess,06/05/2020,-42.0,0.0,74.0,-43.0,-39.0,17.0,06/05/2020,Dutchess,11.0,3995.0,1072.0,37837.0
Dutchess,06/06/2020,-42.0,3.0,209.0,-22.0,-15.0,7.0,06/06/2020,Dutchess,5.0,4000.0,793.0,38630.0
Dutchess,06/07/2020,-38.0,-2.0,194.0,-23.0,-15.0,5.0,06/07/2020,Dutchess,6.0,4006.0,906.0,39536.0
Dutchess,06/08/2020,-35.0,3.0,126.0,-37.0,-37.0,13.0,06/08/2020,Dutchess,10.0,4016.0,717.0,40253.0
Dutchess,06/09/2020,-32.0,3.0,,-35.0,-37.0,13.0,06/09/2020,Dutchess,6.0,4022.0,944.0,41197.0
Dutchess,06/10/2020,-33.0,2.0,99.0,-35.0,-38.0,14.0,06/10/2020,Dutchess,5.0,4027.0,1072.0,42269.0
Dutchess,06/11/2020,-36.0,2.0,45.0,-41.0,-39.0,15.0,06/11/2020,Dutchess,8.0,4035.0,1046.0,43315.0
Dutchess,06/12/2020,-35.0,1.0,125.0,-27.0,-37.0,14.0,06/12/2020,Dutchess,14.0,4049.0,1186.0,44501.0
Dutchess,06/13/2020,-34.0,3.0,,-5.0,-10.0,5.0,06/13/2020,Dutchess,7.0,4056.0,766.0,45267.0
Dutchess,06/14/2020,-31.0,-2.0,204.0,-18.0,-12.0,4.0,06/14/2020,Dutchess,12.0,4068.0,1161.0,46428.0
Dutchess,06/15/2020,-30.0,5.0,130.0,-29.0,-37.0,12.0,06/15/2020,Dutchess,7.0,4075.0,817.0,47245.0
Dutchess,06/16/2020,-29.0,5.0,,-27.0,-37.0,12.0,06/16/2020,Dutchess,2.0,4077.0,841.0,48086.0
Dutchess,06/17/2020,-30.0,7.0,134.0,-30.0,-36.0,12.0,06/17/2020,Dutchess,11.0,4088.0,1071.0,49157.0
Dutchess,06/18/2020,-29.0,5.0,106.0,-35.0,-37.0,12.0,06/18/2020,Dutchess,22.0,4110.0,1206.0,50363.0
Dutchess,06/19/2020,-31.0,6.0,122.0,-31.0,-38.0,13.0,06/19/2020,Dutchess,17.0,4127.0,978.0,51341.0
Dutchess,06/20/2020,-31.0,12.0,,-15.0,-11.0,5.0,06/20/2020,Dutchess,11.0,4138.0,1101.0,52442.0
Dutchess,06/21/2020,-32.0,1.0,156.0,-21.0,-12.0,3.0,06/21/2020,Dutchess,7.0,4145.0,781.0,53223.0
Dutchess,06/22/2020,-28.0,0.0,116.0,-30.0,-38.0,12.0,06/22/2020,Dutchess,5.0,4150.0,494.0,53717.0
Dutchess,06/23/2020,-24.0,4.0,,-32.0,-38.0,11.0,06/23/2020,Dutchess,8.0,4158.0,595.0,54312.0
Dutchess,06/24/2020,-26.0,4.0,128.0,-27.0,-36.0,12.0,06/24/2020,Dutchess,18.0,4176.0,1245.0,55557.0
Dutchess,06/25/2020,-25.0,7.0,134.0,-28.0,-37.0,11.0,06/25/2020,Dutchess,3.0,4179.0,958.0,56515.0
Dutchess,06/26/2020,-30.0,0.0,125.0,-33.0,-36.0,12.0,06/26/2020,Dutchess,12.0,4191.0,1099.0,57614.0
Dutchess,06/27/2020,-36.0,-4.0,124.0,-29.0,-14.0,6.0,06/27/2020,Dutchess,7.0,4198.0,828.0,58442.0
Dutchess,06/28/2020,-31.0,-7.0,134.0,-27.0,-11.0,4.0,06/28/2020,Dutchess,3.0,4201.0,773.0,59215.0
Dutchess,06/29/2020,-25.0,2.0,110.0,-34.0,-37.0,11.0,06/29/2020,Dutchess,6.0,4207.0,422.0,59637.0
Dutchess,06/30/2020,-22.0,6.0,,-36.0,-36.0,11.0,06/30/2020,Dutchess,6.0,4213.0,1015.0,60652.0
Dutchess,07/01/2020,-23.0,6.0,108.0,-34.0,-37.0,11.0,07/01/2020,Dutchess,12.0,4225.0,973.0,61625.0
Dutchess,07/02/2020,-17.0,14.0,,-26.0,-38.0,10.0,07/02/2020,Dutchess,6.0,4231.0,967.0,62592.0
Dutchess,07/03/2020,-22.0,18.0,91.0,-42.0,-56.0,18.0,07/03/2020,Dutchess,7.0,4238.0,828.0,63420.0
Dutchess,07/04/2020,-48.0,-7.0,,-6.0,-28.0,4.0,07/04/2020,Dutchess,5.0,4243.0,1123.0,64543.0
Dutchess,07/05/2020,-31.0,-12.0,182.0,-10.0,-16.0,2.0,07/05/2020,Dutchess,3.0,4246.0,1096.0,65639.0
Dutchess,07/06/2020,-24.0,1.0,121.0,-33.0,-40.0,11.0,07/06/2020,Dutchess,2.0,4248.0,772.0,66411.0
Dutchess,07/07/2020,-24.0,3.0,,-32.0,-38.0,11.0,07/07/2020,Dutchess,2.0,4250.0,699.0,67110.0
Dutchess,07/08/2020,-29.0,-4.0,76.0,-40.0,-37.0,13.0,07/08/2020,Dutchess,5.0,4255.0,1052.0,68162.0
Dutchess,07/09/2020,-24.0,4.0,,-30.0,-36.0,11.0,07/09/2020,Dutchess,7.0,4262.0,1041.0,69203.0
Dutchess,07/10/2020,-33.0,-4.0,31.0,-42.0,-38.0,15.0,07/10/2020,Dutchess,7.0,4269.0,1229.0,70432.0
Dutchess,07/11/2020,-29.0,-2.0,152.0,-23.0,-12.0,6.0,07/11/2020,Dutchess,7.0,4276.0,1047.0,71479.0
Dutchess,07/12/2020,-25.0,-6.0,199.0,-25.0,-10.0,2.0,07/12/2020,Dutchess,4.0,4280.0,839.0,72318.0
Dutchess,07/13/2020,-22.0,2.0,141.0,-28.0,-38.0,10.0,07/13/2020,Dutchess,38.0,4318.0,1153.0,73471.0
Dutchess,07/14/2020,-19.0,5.0,,-31.0,-37.0,10.0,07/14/2020,Dutchess,19.0,4337.0,907.0,74378.0
Dutchess,07/15/2020,-18.0,2.0,154.0,-31.0,-35.0,10.0,07/15/2020,Dutchess,20.0,4357.0,1278.0,75656.0
Dutchess,07/16/2020,-19.0,3.0,,-33.0,-36.0,10.0,07/16/2020,Dutchess,6.0,4363.0,1198.0,76854.0
Dutchess,07/17/2020,-24.0,-2.0,91.0,-39.0,-36.0,12.0,07/17/2020,Dutchess,10.0,4373.0,1125.0,77979.0
Dutchess,07/18/2020,-26.0,-3.0,,-14.0,-12.0,3.0,07/18/2020,Dutchess,3.0,4376.0,802.0,78781.0
Dutchess,07/19/2020,-24.0,-9.0,132.0,-31.0,-13.0,3.0,07/19/2020,Dutchess,0.0,4376.0,603.0,79384.0
Dutchess,07/20/2020,-21.0,-1.0,106.0,-32.0,-38.0,11.0,07/20/2020,Dutchess,4.0,4380.0,852.0,80236.0
Dutchess,07/21/2020,-18.0,-2.0,,-32.0,-37.0,10.0,07/21/2020,Dutchess,7.0,4387.0,986.0,81222.0
Dutchess,07/22/2020,-21.0,-3.0,81.0,-35.0,-36.0,11.0,07/22/2020,Dutchess,13.0,4400.0,1149.0,82371.0
Dutchess,07/23/2020,-21.0,-1.0,,-36.0,-36.0,11.0,07/23/2020,Dutchess,8.0,4408.0,1146.0,83517.0
Dutchess,07/24/2020,-22.0,-2.0,115.0,-26.0,-36.0,11.0,07/24/2020,Dutchess,4.0,4412.0,1041.0,84558.0
Dutchess,07/25/2020,-24.0,-2.0,,-7.0,-11.0,3.0,07/25/2020,Dutchess,13.0,4425.0,921.0,85479.0
Dutchess,07/26/2020,-21.0,-7.0,167.0,-14.0,-13.0,2.0,07/26/2020,Dutchess,15.0,4440.0,739.0,86218.0
Dutchess,07/27/2020,-21.0,-2.0,103.0,-33.0,-38.0,10.0,07/27/2020,Dutchess,7.0,4447.0,1020.0,87238.0
Dutchess,07/28/2020,-19.0,1.0,,-32.0,-36.0,10.0,07/28/2020,Dutchess,6.0,4453.0,1250.0,88488.0
Dutchess,07/29/2020,-18.0,-1.0,141.0,-31.0,-36.0,10.0,07/29/2020,Dutchess,15.0,4468.0,1715.0,90203.0
Dutchess,07/30/2020,-17.0,1.0,,-31.0,-36.0,10.0,07/30/2020,Dutchess,22.0,4490.0,1610.0,91813.0
Dutchess,07/31/2020,-19.0,-2.0,120.0,-31.0,-37.0,11.0,07/31/2020,Dutchess,14.0,4504.0,1376.0,93189.0
Dutchess,08/01/2020,-22.0,-2.0,,0.0,-11.0,2.0,08/01/2020,Dutchess,16.0,4520.0,1429.0,94618.0
Dutchess,08/02/2020,-23.0,-10.0,65.0,-31.0,-18.0,4.0,08/02/2020,Dutchess,23.0,4543.0,1047.0,95665.0
Dutchess,08/03/2020,-15.0,5.0,155.0,-30.0,-37.0,9.0,08/03/2020,Dutchess,14.0,4557.0,796.0,96461.0
Dutchess,08/04/2020,-27.0,-17.0,,-48.0,-42.0,10.0,08/04/2020,Dutchess,11.0,4568.0,990.0,97451.0
Dutchess,08/05/2020,-7.0,0.0,138.0,-32.0,-41.0,3.0,08/05/2020,Dutchess,14.0,4582.0,1232.0,98683.0
Dutchess,08/06/2020,-10.0,0.0,,-31.0,-39.0,5.0,08/06/2020,Dutchess,7.0,4589.0,992.0,99675.0
Dutchess,08/07/2020,-18.0,-3.0,108.0,-30.0,-37.0,9.0,08/07/2020,Dutchess,11.0,4600.0,1191.0,100866.0
Dutchess,08/08/2020,-17.0,-1.0,,-6.0,-10.0,2.0,08/08/2020,Dutchess,7.0,4607.0,1244.0,102110.0
Dutchess,08/09/2020,-14.0,-7.0,181.0,-15.0,-11.0,1.0,08/09/2020,Dutchess,6.0,4613.0,998.0,103108.0
Dutchess,08/10/2020,-14.0,-2.0,115.0,-29.0,-38.0,9.0,08/10/2020,Dutchess,6.0,4619.0,885.0,103993.0
Dutchess,08/11/2020,-15.0,-1.0,,-35.0,-37.0,9.0,08/11/2020,Dutchess,12.0,4631.0,1114.0,105107.0
Dutchess,08/12/2020,-17.0,0.0,127.0,-31.0,-36.0,10.0,08/12/2020,Dutchess,9.0,4640.0,1362.0,106469.0
Dutchess,08/13/2020,-16.0,0.0,,-32.0,-37.0,9.0,08/13/2020,Dutchess,15.0,4655.0,1549.0,108018.0
Dutchess,08/14/2020,-19.0,-5.0,128.0,-28.0,-37.0,10.0,08/14/2020,Dutchess,13.0,4668.0,1797.0,109815.0
Dutchess,08/15/2020,-19.0,-3.0,,-1.0,-14.0,2.0,08/15/2020,Dutchess,18.0,4686.0,1581.0,111396.0
Dutchess,08/16/2020,-20.0,-8.0,88.0,-24.0,-17.0,4.0,08/16/2020,Dutchess,14.0,4700.0,1177.0,112573.0
Dutchess,08/17/2020,-16.0,-2.0,,,-38.0,9.0,08/17/2020,Dutchess,4.0,4704.0,787.0,113360.0
Dutchess,08/18/2020,-15.0,-2.0,,,-36.0,9.0,08/18/2020,Dutchess,6.0,4710.0,1253.0,114613.0
Dutchess,08/19/2020,-16.0,-2.0,,,-37.0,9.0,08/19/2020,Dutchess,11.0,4721.0,1406.0,116019.0
Dutchess,08/20/2020,-16.0,-1.0,,,-36.0,8.0,08/20/2020,Dutchess,13.0,4734.0,1832.0,117851.0
Dutchess,08/21/2020,-18.0,-4.0,,,-36.0,9.0,08/21/2020,Dutchess,19.0,4753.0,1522.0,119373.0
Dutchess,08/22/2020,-19.0,-4.0,,,-12.0,2.0,08/22/2020,Dutchess,14.0,4767.0,1475.0,120848.0
Dutchess,08/23/2020,-15.0,-7.0,,,-12.0,1.0,08/23/2020,Dutchess,10.0,4777.0,1245.0,122093.0
Dutchess,08/24/2020,-16.0,-1.0,,,-37.0,9.0,08/24/2020,Dutchess,13.0,4790.0,1523.0,123616.0
Dutchess,08/25/2020,-16.0,0.0,,,-36.0,9.0,08/25/2020,Dutchess,8.0,4798.0,1335.0,124951.0
Dutchess,08/26/2020,-15.0,-1.0,,,-35.0,8.0,08/26/2020,Dutchess,17.0,4815.0,2006.0,126957.0
Dutchess,08/27/2020,-23.0,-8.0,,,-35.0,10.0,08/27/2020,Dutchess,12.0,4827.0,1803.0,128760.0
Dutchess,08/28/2020,-17.0,-2.0,,,-34.0,9.0,08/28/2020,Dutchess,19.0,4846.0,2102.0,130862.0
Dutchess,08/29/2020,-22.0,-2.0,,,-13.0,5.0,08/29/2020,Dutchess,6.0,4852.0,1867.0,132729.0
Dutchess,08/30/2020,-12.0,-8.0,,,-12.0,1.0,08/30/2020,Dutchess,13.0,4865.0,1455.0,134184.0
Dutchess,08/31/2020,-12.0,0.0,,,-36.0,8.0,08/31/2020,Dutchess,3.0,4868.0,1515.0,135699.0
Dutchess,09/01/2020,-13.0,2.0,,,-35.0,8.0,09/01/2020,Dutchess,10.0,4878.0,1329.0,137028.0
Dutchess,09/02/2020,-19.0,-1.0,,,-36.0,11.0,09/02/2020,Dutchess,14.0,4892.0,1400.0,138428.0
Dutchess,09/03/2020,-14.0,5.0,,,-33.0,8.0,09/03/2020,Dutchess,10.0,4902.0,1308.0,139736.0
Dutchess,09/04/2020,-14.0,2.0,,,-35.0,9.0,09/04/2020,Dutchess,12.0,4914.0,1692.0,141428.0
Dutchess,09/05/2020,-14.0,1.0,,,-11.0,1.0,09/05/2020,Dutchess,14.0,4928.0,1404.0,142832.0
Dutchess,09/06/2020,-10.0,-2.0,,,-15.0,0.0,09/06/2020,Dutchess,11.0,4939.0,992.0,143824.0
Dutchess,09/07/2020,-13.0,-3.0,,,-70.0,16.0,09/07/2020,Dutchess,5.0,4944.0,609.0,144433.0
Dutchess,09/08/2020,-16.0,1.0,,,-36.0,7.0,09/08/2020,Dutchess,12.0,4956.0,867.0,145300.0
Dutchess,09/09/2020,-18.0,1.0,,,-33.0,8.0,09/09/2020,Dutchess,6.0,4962.0,1341.0,146641.0
Dutchess,09/10/2020,-21.0,1.0,,,-34.0,10.0,09/10/2020,Dutchess,13.0,4975.0,1436.0,148077.0
Dutchess,09/11/2020,-19.0,-3.0,146.0,-38.0,-31.0,8.0,09/11/2020,Dutchess,9.0,4984.0,1632.0,149709.0
Dutchess,09/12/2020,-15.0,-1.0,,-12.0,-9.0,1.0,09/12/2020,Dutchess,2.0,4986.0,1298.0,151007.0
Dutchess,09/13/2020,-14.0,-5.0,214.0,-25.0,-10.0,1.0,09/13/2020,Dutchess,8.0,4994.0,1157.0,152164.0
Dutchess,09/14/2020,-18.0,0.0,153.0,-39.0,-31.0,8.0,09/14/2020,Dutchess,12.0,5006.0,1047.0,153211.0
Dutchess,09/15/2020,-16.0,-1.0,,-40.0,-31.0,8.0,09/15/2020,Dutchess,8.0,5014.0,1186.0,154397.0
Dutchess,09/16/2020,-19.0,-2.0,156.0,-38.0,-31.0,8.0,09/16/2020,Dutchess,28.0,5042.0,1294.0,155691.0
Dutchess,09/17/2020,-20.0,-1.0,123.0,-40.0,-29.0,8.0,09/17/2020,Dutchess,8.0,5050.0,1205.0,156896.0
Dutchess,09/18/2020,-18.0,-3.0,121.0,-38.0,-28.0,9.0,09/18/2020,Dutchess,3.0,5053.0,1444.0,158340.0
Dutchess,09/19/2020,-11.0,1.0,,-18.0,-7.0,1.0,09/19/2020,Dutchess,6.0,5059.0,1591.0,159931.0
Dutchess,09/20/2020,-11.0,-1.0,203.0,-23.0,-10.0,1.0,09/20/2020,Dutchess,17.0,5076.0,1090.0,161021.0
Dutchess,09/21/2020,-16.0,-1.0,120.0,-37.0,-32.0,8.0,09/21/2020,Dutchess,8.0,5084.0,982.0,162003.0
Dutchess,09/22/2020,-16.0,-1.0,,-38.0,-31.0,9.0,09/22/2020,Dutchess,5.0,5089.0,910.0,162913.0
Dutchess,09/23/2020,-17.0,2.0,137.0,-36.0,-29.0,9.0,09/23/2020,Dutchess,16.0,5105.0,1303.0,164216.0
Dutchess,09/24/2020,-18.0,0.0,102.0,-39.0,-28.0,8.0,09/24/2020,Dutchess,3.0,5108.0,1388.0,165604.0
Dutchess,09/25/2020,-16.0,-1.0,136.0,-33.0,-26.0,9.0,09/25/2020,Dutchess,7.0,5115.0,1346.0,166950.0
Dutchess,09/26/2020,-11.0,2.0,,-13.0,-5.0,1.0,09/26/2020,Dutchess,5.0,5120.0,1218.0,168168.0
Dutchess,09/27/2020,-11.0,-3.0,213.0,-16.0,-9.0,1.0,09/27/2020,Dutchess,4.0,5124.0,886.0,169054.0
Dutchess,09/28/2020,-13.0,4.0,120.0,-34.0,-33.0,9.0,09/28/2020,Dutchess,6.0,5130.0,896.0,169950.0
Dutchess,09/29/2020,-20.0,-4.0,,-44.0,-30.0,10.0,09/29/2020,Dutchess,7.0,5137.0,837.0,170787.0
Dutchess,09/30/2020,-18.0,3.0,87.0,-38.0,-30.0,9.0,09/30/2020,Dutchess,11.0,5148.0,1617.0,172404.0
Dutchess,10/01/2020,-17.0,3.0,119.0,-37.0,-26.0,7.0,10/01/2020,Dutchess,17.0,5165.0,2223.0,174627.0
Dutchess,10/02/2020,-19.0,0.0,75.0,-36.0,-26.0,9.0,10/02/2020,Dutchess,4.0,5169.0,2087.0,176714.0
Dutchess,10/03/2020,-10.0,6.0,,-11.0,-6.0,1.0,10/03/2020,Dutchess,10.0,5179.0,1408.0,178122.0
Dutchess,10/04/2020,-10.0,-1.0,208.0,-15.0,-9.0,1.0,10/04/2020,Dutchess,8.0,5187.0,1157.0,179279.0
Dutchess,10/05/2020,-16.0,3.0,106.0,-35.0,-29.0,8.0,10/05/2020,Dutchess,18.0,5205.0,1487.0,180766.0
Dutchess,10/06/2020,-16.0,3.0,,-38.0,-29.0,8.0,10/06/2020,Dutchess,9.0,5214.0,1341.0,182107.0
Dutchess,10/07/2020,-22.0,0.0,73.0,-42.0,-29.0,9.0,10/07/2020,Dutchess,8.0,5222.0,2438.0,184545.0
Dutchess,10/08/2020,-18.0,5.0,105.0,-37.0,-27.0,8.0,10/08/2020,Dutchess,11.0,5233.0,1790.0,186335.0
Dutchess,10/09/2020,-17.0,1.0,129.0,-33.0,-26.0,9.0,10/09/2020,Dutchess,12.0,5245.0,1883.0,188218.0
Dutchess,10/10/2020,-11.0,3.0,,2.0,-5.0,1.0,10/10/2020,Dutchess,7.0,5252.0,1454.0,189672.0
Dutchess,10/11/2020,-10.0,-2.0,229.0,-19.0,-9.0,2.0,10/11/2020,Dutchess,7.0,5259.0,1465.0,191137.0
Dutchess,10/12/2020,-17.0,2.0,25.0,-42.0,-45.0,14.0,10/12/2020,Dutchess,12.0,5271.0,1172.0,192309.0
Dutchess,10/13/2020,-22.0,-3.0,,-43.0,-31.0,11.0,10/13/2020,Dutchess,10.0,5281.0,1996.0,194305.0
Erie,03/01/2020,16.0,10.0,55.0,12.0,6.0,-2.0,03/01/2020,Erie,0.0,0.0,0.0,0.0
Erie,03/02/2020,7.0,4.0,-6.0,-1.0,4.0,0.0,03/02/2020,Erie,0.0,0.0,0.0,0.0
Erie,03/03/2020,7.0,10.0,5.0,1.0,5.0,0.0,03/03/2020,Erie,0.0,0.0,0.0,0.0
Erie,03/04/2020,9.0,8.0,6.0,1.0,5.0,0.0,03/04/2020,Erie,0.0,0.0,6.0,6.0
Erie,03/05/2020,14.0,9.0,41.0,9.0,5.0,-2.0,03/05/2020,Erie,0.0,0.0,6.0,12.0
Erie,03/06/2020,2.0,0.0,-9.0,0.0,4.0,0.0,03/06/2020,Erie,0.0,0.0,0.0,12.0
Erie,03/07/2020,14.0,9.0,22.0,5.0,4.0,-2.0,03/07/2020,Erie,0.0,0.0,2.0,14.0
Erie,03/08/2020,18.0,12.0,129.0,12.0,6.0,-2.0,03/08/2020,Erie,0.0,0.0,1.0,15.0
Erie,03/09/2020,13.0,9.0,59.0,5.0,3.0,-1.0,03/09/2020,Erie,0.0,0.0,1.0,16.0
Erie,03/10/2020,1.0,3.0,-3.0,-4.0,3.0,1.0,03/10/2020,Erie,0.0,0.0,2.0,18.0
Erie,03/11/2020,8.0,13.0,17.0,2.0,4.0,0.0,03/11/2020,Erie,0.0,0.0,0.0,18.0
Erie,03/12/2020,9.0,31.0,42.0,4.0,3.0,-1.0,03/12/2020,Erie,0.0,0.0,13.0,31.0
Erie,03/13/2020,-1.0,28.0,1.0,-6.0,0.0,1.0,03/13/2020,Erie,0.0,0.0,5.0,36.0
Erie,03/14/2020,-6.0,21.0,-9.0,-6.0,-1.0,2.0,03/14/2020,Erie,3.0,3.0,22.0,58.0
Erie,03/15/2020,-9.0,20.0,48.0,-9.0,-3.0,2.0,03/15/2020,Erie,3.0,6.0,10.0,68.0
Erie,03/16/2020,-6.0,30.0,32.0,-19.0,-17.0,7.0,03/16/2020,Erie,1.0,7.0,2.0,70.0
Erie,03/17/2020,-30.0,14.0,-2.0,-24.0,-26.0,12.0,03/17/2020,Erie,0.0,7.0,2.0,72.0
Erie,03/18/2020,-34.0,7.0,27.0,-29.0,-33.0,14.0,03/18/2020,Erie,21.0,28.0,130.0,202.0
Erie,03/19/2020,-36.0,5.0,41.0,-32.0,-37.0,15.0,03/19/2020,Erie,3.0,31.0,43.0,245.0
Erie,03/20/2020,-40.0,3.0,-13.0,-39.0,-41.0,19.0,03/20/2020,Erie,7.0,38.0,55.0,300.0
Erie,03/21/2020,-50.0,-7.0,6.0,-38.0,-30.0,12.0,03/21/2020,Erie,16.0,54.0,111.0,411.0
Erie,03/22/2020,-50.0,-18.0,59.0,-44.0,-31.0,9.0,03/22/2020,Erie,33.0,87.0,247.0,658.0
Erie,03/23/2020,-52.0,-24.0,-34.0,-54.0,-52.0,21.0,03/23/2020,Erie,20.0,107.0,100.0,758.0
Erie,03/24/2020,-51.0,-17.0,8.0,-49.0,-53.0,22.0,03/24/2020,Erie,15.0,122.0,114.0,872.0
Erie,03/25/2020,-47.0,-15.0,58.0,-46.0,-53.0,21.0,03/25/2020,Erie,12.0,134.0,116.0,988.0
Erie,03/26/2020,-47.0,-16.0,50.0,-47.0,-54.0,21.0,03/26/2020,Erie,85.0,219.0,348.0,1336.0
Erie,03/27/2020,-48.0,-17.0,43.0,-47.0,-53.0,23.0,03/27/2020,Erie,99.0,318.0,370.0,1706.0
Erie,03/28/2020,-58.0,-24.0,-33.0,-54.0,-39.0,16.0,03/28/2020,Erie,40.0,358.0,126.0,1832.0
Erie,03/29/2020,-52.0,-23.0,64.0,-49.0,-37.0,10.0,03/29/2020,Erie,18.0,376.0,67.0,1899.0
Erie,03/30/2020,-50.0,-25.0,-40.0,-56.0,-56.0,22.0,03/30/2020,Erie,62.0,438.0,189.0,2088.0
